,NFT,OWNER,NAME,BATCH,ACTIVE,REP
596,EQCsBUxMjfi0P7vO-5t_ZzqzKBoNHlBI0KTYy7F2mM1e2buA,0:f90cb820a3e153846bfc7299f593c1901ba8c789d25dd9e8088f80cb9a0cefeb,TONNEL Relayer #596,Bronze,Yes,6.118233618233618
597,EQBUiPPBay4dPHrlL9p4Nub0Eh2-e8z9TWyV7Ac9l2XjWQJs,0:e15d92323605de3c567993faf5e9069c5f40f2210ecf68d6a60fca0d5c248f8f,TONNEL Relayer #597,Bronze,Yes,5.0
598,EQDmmwxR6f3pIgOcq6AxcpkkpyBi1S_URiHyJOZyzUGLip6z,0:ae9362709533c31ffbe2f5c3624b8db7716ef5b98a26b33cf2e22a942eaca65c,TONNEL Relayer #598,Bronze,Yes,5.0
599,EQBdqDvBFAVavl8SE6jfilt6Bpdbc11irDpBKIDzk-KNZem6,0:42888797d15a7246fe5f9cb321c4168d81417cc1a1f13806944657fa4caaab57,TONNEL Relayer #599,Bronze,Yes,7.916666666666667
600,EQABCpX8zDt4zV0L8cgpc9l3EJh8GRgL7dm0VgPLwyN0AfcR,0:2dfd5e74cd9cd05bb86316da9a8f6d193e737b7e9e05e57fdc2905b192dfc330,TONNEL Relayer #600,Bronze,Yes,5.0
601,EQD5yZIhDo2KgM5OdvytiJcoHBdCou6QjYeFBYL9O11vWVRt,0:1b7efeda2e32bef4c5b25a6949e1196dd9cbf1a86339cccb2a8ae6a2098bd34a,TONNEL Relayer #601,Bronze,Yes,5.0
602,EQCsj5tnW909xnb0DDJ6Qfui4zfycBuzW6lyPSrM-bP7Wyyd,0:d306dae2b858e328b4dfc55f44665a137dda99d70e46f84efcec074a3b55be0e,TONNEL Relayer #602,Bronze,No,5.0
603,EQCM-Mjaki8vCD7qu1baWy3uvLZWgJms7q-inCh0OUD-ynxi,0:122974f84c8ce2fe70de6decd765579f17495a13bdaceffed2aee808dac933a0,TONNEL Relayer #603,Bronze,Yes,5.0
604,EQA8jk9gan4lEVcSs0xKaFZKACauTo5xdOdYCmjr5HouNjz9,0:1ae3f7662bf185bbb8321b0a6f731e73793bc40addac2c8b3cb53bc1c15eb1a3,TONNEL Relayer #604,Bronze,Yes,5.0
605,EQDrcVGZ5zbjp_sy6-FCNKjKOnd1vw92yYyYf7W09PY_vzKF,0:03a3e401f74cee93a7ad6c2460e5f2747b5c197821b96ab2b98ed5ab2b88fc5f,TONNEL Relayer #605,Bronze,Yes,5.0
606,EQAHhLmq_HimvEQrhZ_hR-pJc7FJm1EhdqqTWUhBSDIc-OSx,0:0bcab590342c51dd115c6a97b964cc429431e9c92ac43bdde542268cf595949c,TONNEL Relayer #606,Bronze,Yes,10.0
607,EQAC5SopA_h_SK8koz0YqGhEnfAKQCTqhTVdxo1LNXYUwjGn,0:4c6b80aa3bcb4add20124c101a36076f5faa000777d34f252f6fdbb3c2a774d9,TONNEL Relayer #607,Bronze,Yes,7.142857142857143
608,EQBWaEhkEoLcay1xJQr6PXZ_iwp430oXFG14ulTzU8Ydqdl-,0:1afc7b9b6b86ba888520b83f7ae7d6fc6021d6fc2dbe16e2a3293aacca03f234,TONNEL Relayer #608,Bronze,Yes,69.14285714285705
609,EQDoHeqmie2LEK4difk74emsxpOvUUgBliwRIHa5w_ZEMV6z,0:c94f297550b10fabe79e48dde281874bf5ba7ab87312087671202b08c842a44d,TONNEL Relayer #609,Bronze,Yes,5.0
610,EQB5pyMGnL3TyzybQgxJf0sv-422GVbzj1KFVpvaJWgN7MNF,0:a41e3537ba31b45fa627f45dd6a8cc561e1f1542c6d0b9933bbaee3b13e7def4,TONNEL Relayer #610,Bronze,Yes,5.0
611,EQClFIV6JlGuoeYWCtEwB8JFVnpjX2v4_uk6eyjhO1pPL0Kn,0:be28847a3a2a90d48679631a588d57d0660175be6a898e1ffb32a828b795c00b,TONNEL Relayer #611,Bronze,Yes,5.0
612,EQB7zY5rbJBJznYlu5DFVqd8j8npDEAUSuvY8Eap01I-f7ur,0:1b606762727f678148398055b34271639bdc4ee5da8bbb956c28e029ef541508,TONNEL Relayer #612,Bronze,Yes,5.0
613,EQC4rnIWn-uUFKLyo0jJdUWpnktYJkLpexNh2z1N1YTF17Db,0:0000000000000000000000000000000000000000000000000000000000000000,TONNEL Relayer #613,Bronze,No,5.0
614,EQCo2zWCHgEC1r0H4HTJm2fWDckSh73hLyCaHHcUkw8Y8dPQ,0:c663ae51830f9c76d350c40f31420e45f4eb1902b680227e7857cc89e907c26a,TONNEL Relayer #614,Bronze,Yes,5.0
615,EQDymvLEgObhAcFyFLfwaI7xIlYUkWyJ9PrU2iNHEEOR4l13,0:786b573353de101c3c2c232d684a6886ab9a26f6dddd9099e4fe7b2342de46af,TONNEL Relayer #615,Bronze,Yes,5.0
616,EQAkA3_QzTz0gkSvzAvfZlvXaKDLiT-WdGRBV3oKk98EjQnH,0:5801a524fccc00e9bbb8d176dce2e5aff972a58f25df8149bc365752b58209fc,TONNEL Relayer #616,Bronze,Yes,5.0
617,EQCec6LfZmIKPFuMo6kzqRedoUUM9OAprLoasEaYr0kVgGus,0:6536e8635cbd2daa968584c51cb9690f1bbc482523aabd1658d50cbc594de5a1,TONNEL Relayer #617,Bronze,Yes,5.0
618,EQDuvTtaV5ia9WOBUFasF52ASvr1r7sAtQAB-8daV-CrzstU,0:615c0d466777052a8af07d0d9dc02df6b339a42eae418960bcd61ae272fd547a,TONNEL Relayer #618,Bronze,Yes,5.0
619,EQAAXh4IfPgeLsrQEVSF7gEDpDRtQ6I5pypgjaqmGpdR9zov,0:a54ff787906fe8275ed51a5dd1b128b8f63dc04619d72e2f9be91a8a88fa0eab,TONNEL Relayer #619,Bronze,Yes,5.0
620,EQCM7Plmiqp7IjYTl0QjeAssiB12PBmpSxHLnTqRx9-W3KGP,0:131d22dc56532c61c7959ebd1d4950bffd728d09854d697381fc74aa91673d46,TONNEL Relayer #620,Bronze,Yes,5.0
621,EQCRTbitdwNcbCV5RaCpqnSXvS2BsWFF3LJW0eCSskd-gM4s,0:4c8726e51b6e3e67576935d92896f1882f21c3d1d99642d77f45c4395906a9b9,TONNEL Relayer #621,Bronze,Yes,5.0
622,EQAdvG9BzjMQPXRCeE0rOuxD9rMMFC6nP0gxU-REl6ILxehI,0:105b791072600a4ca3747f31c41fae7802a1f296cd0fb1771a86e0b88919cc26,TONNEL Relayer #622,Bronze,No,5.0
623,EQA310L0BmfLcdGjjGakGpoQNRbl9kDoUqgMhoSrjY-HAqoa,0:b5d12c97945792bbd4bd9a977f8d0bd56d0ac17053b6349a9311379bcd76b9f1,TONNEL Relayer #623,Bronze,Yes,5.0
624,EQAdAUmjmyXKmOF-_hMQUOU_gSbF_7yR2U0gIOTPmKksbbnm,0:5c511bc7fca1c957a45a46d62239dafe2de9c7b34e0b998fac98bfea70909765,TONNEL Relayer #624,Bronze,Yes,5.0
625,EQBctNLXhy0ZN0jTONWmRVjK6Rcea_LyszTeoGZhzG2yVXpH,0:c160ab7c5433d49e98339a14ae734b468785bba9c53070b4d922ea6093f9949e,TONNEL Relayer #625,Bronze,Yes,35.0
626,EQB0k6pSphN_rfwKtMGWPvi2XTwdayb42d0ZT2wDg8sqvV_r,0:fb44f30a8140531b9732e2fdb510d46a12b7f9033425589e8fb8a01be430a02a,TONNEL Relayer #626,Bronze,Yes,5.0
627,EQC1PiEBsnJGJlGj3jBKh_xnoe_MC2jjDBc4FwuYt2rW0ucQ,0:5577950d00f869b8c4a3ade0ccc77559caecef8fdfebbe00203a505593c07c1b,TONNEL Relayer #627,Bronze,Yes,7.5
628,EQCJfx2fO7mBGJO_IewQIN-hINVVXytG7_PpwoV9DPkva6wl,0:60adc3523ac7cb59e012eab15a77fe64b0f2dd4735b70c3946a1dee23b443c1c,TONNEL Relayer #628,Bronze,Yes,5.0
629,EQAGs87Niv81GTByb8cvX30qigsD8fqVs5DGYm3cOPvZF6Ef,0:d0a8aeceb763744160c61ae969f874a3d949d5390f4cc9100aadc4404a9e5f2a,TONNEL Relayer #629,Bronze,Yes,5.0
630,EQAaHR0OJ7pl01IdrUmvnZ7gKZm6wLz8LX6UCoAUFPAXYVhM,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #630,Bronze,Yes,9.553571428571429
631,EQAeFgFsy0CcvohG2cxleS6vbulqumGRpWIC5A1OKqU9H0jn,0:7638d9c98de8fda88d8851d25a02e24247ceec8f803afcbbf1c30d6173f5c3bf,TONNEL Relayer #631,Bronze,Yes,5.0
632,EQDXwbUy9P6mHsdU9ecwiEQzHYruyjcQquaY9x2O-pn9l_kN,0:df4740cc51ce966ba0fd3ec59683dbaf708bdd77a63a593d0b008d7dc6357cfc,TONNEL Relayer #632,Bronze,Yes,6.118233618233618
633,EQBOERvuegh0RPudfJ9TG4dGIf4K0k16Zb8MJhtQc7Fmrjm9,0:25d3e0db77696e2c403aac45050fc931a4d14b4b02a02704f0d7f1291b20aa27,TONNEL Relayer #633,Bronze,Yes,5.0
634,EQAor4aoGvm3ypn8kneOAOPJBFzA_BfRiWy2ofrASqQQ7q4O,0:aaffa6e2fcd2c4cda12977dfe956cc85db3ad407d2332ad0f1bbdec678cb85ec,TONNEL Relayer #634,Bronze,Yes,5.0
635,EQAFdIyOUF1FePSmJEm1aCV4yHmUuJPuU9hqZ04mAMPJlRth,0:77ade166f5b68e169cf3c80f5575d8cc069276eff70cd01b8281c2e0ee07c17e,TONNEL Relayer #635,Bronze,Yes,5.0
636,EQArRX_adZYIkKDFD6T8pvDfjYAwqTrQhJe1XcrqX5UAX1Bb,0:a335d9fcfe8361d288ae742c0443fc964f87d5bb6af96ed99e07c3a8a1af171a,TONNEL Relayer #636,Bronze,Yes,5.0
637,EQAuWhIZM4iyWETYr48zoAjrZee_PtUYUbp3wf7RfZaW5Ekw,0:42b583d7b22bdaf7d3963076c259f802bce82c81953433faf14146d31c284dc1,TONNEL Relayer #637,Bronze,Yes,5.0
638,EQClp6aQBPOtrXLm0GAYEAX0sO2Wc10JHzvm1Z8bm0jrI23Y,0:b3ef223415da021f4053d87a7b9bca544ec7ee1845a5ddeef4b4c766acda4eaa,TONNEL Relayer #638,Bronze,Yes,10.0
639,EQDBm8ItVSFnMDERk5XtK4FsteKFOqEifnNcddlsbzp6bKS1,0:fe3de9cd9564ccb5a173b145c4ecb6ece3c5ca60d42069ee63226f44fb5068b5,TONNEL Relayer #639,Bronze,Yes,100.43370980870957
640,EQCLpkpQpCt53WqZWevQklIUFWaSgTpEIdII5rXkbicYMCcn,0:5050773def569eeccf9170a8c333515b82504b7b56f55ed2d5684350346f3157,TONNEL Relayer #640,Bronze,Yes,5.0
641,EQDAOTKSh-nVbcPK91_cWhqvajcdUTnGWxKTqTDGkiOLAEWv,0:4c0b89df5679cfb2a118b83b801d8fc652489f5e1f340d19fe9ac7bf3b71cb9b,TONNEL Relayer #641,Bronze,Yes,5.0
642,EQD_Uepvnp6dk4drcP2UhVeK7pgchMYd-3UA8jvIMh4gab_X,0:cacc1d1f713205190b77898c8af54da0b9d4a54ef067a8ad7218e74b88d5ded7,TONNEL Relayer #642,Bronze,Yes,5.0
643,EQBKnJaRXI6m-knyircGQDVDWmLMNEzCWnuDx1L1ZoewkL4s,0:76e55076c5a6bb06b80a3aec6c9f02ab5a9e5f40e2811dc1847cb56434bd187e,TONNEL Relayer #643,Bronze,Yes,5.0
644,EQBxKLxCsSxIBMLtvZh43qqPw1oNqUQke_K-gTq-FuGa0VTF,0:b63eba248d21bc113bfecd49aaa057e3b037891574855b4422c07f71fb841fd1,TONNEL Relayer #644,Bronze,Yes,48.333333333333314
645,EQAoE05HiCwIJo0B9yUAh3TcfZvMur70XhNkWua0ei8XOeaB,0:df4d78fb104cf22353277e22ba7f1539886e9d01f3e825f1d2f4f107eb825ecf,TONNEL Relayer #645,Bronze,Yes,5.0
646,EQCghjRCVBw-rPwK1RpFRxfHtg0ZPLz8c7d67y8gxkbt98gx,0:be7eda4b7a30c5c1253462799d211f55da58ae33016c247f1eab32bdd1dffc56,TONNEL Relayer #646,Bronze,Yes,5.0
647,EQAywsNtk4h73Ozdr9g_09xOrt81UbHSQboihxAPXkRb4W4c,0:bb4ab5ac6254a1ed2d15d6a8e409a59bc6bc286b5b9eecd93f2ec80705253cc6,TONNEL Relayer #647,Bronze,Yes,71.66666666666666
648,EQDRYPHwjo4zeTRbfZ14UvY8D52nytP-a-S30DGj48ucVdsH,0:7978f49954f2d24fbf940c8f1617b39d651cf1448f8c7fcc50155bf16769f90b,TONNEL Relayer #648,Bronze,Yes,5.0
649,EQCKEhL0S5x_y8QMHq4ukgxF2eH9MmkWp9spPdWVcQ6lbw-b,0:b8c2e353cc37907fdecb9aaaf25f8d9e75d7f9f611ccbb82ebb22cdcb1ee0ac1,TONNEL Relayer #649,Bronze,Yes,5.0
650,EQD5A9rkTrmlueS8P3vOZ8pr8cjV25U6rDCFBTytLANJcA29,0:bd9a84a4b0387b74cc7af1cf401b0aa337ab5712754ff71fe87314351b80518c,TONNEL Relayer #650,Bronze,Yes,5.0
651,EQBIJ_qbt2qwU_H8BzuLlctAxxuBNFNl5XHPsNbPxD3ahLWm,0:541e161caa3846249765be4c426db8ed476e3103d97ed0f6a8420671147d4237,TONNEL Relayer #651,Bronze,Yes,5.0
652,EQA1glVPEJOoaPpe5bU1v3QsWY_tS0Sy4oS_pS38BJwvY3EZ,0:d68b021c61fa99760a9373e6085dbcb7373471decd121db23a1cf7743e81025d,TONNEL Relayer #652,Bronze,Yes,5.0
653,EQArBnf7k-bS8lCYD1keZqH7h2hRpQDCfx8m8-BNCIGOTNOE,0:d68b021c61fa99760a9373e6085dbcb7373471decd121db23a1cf7743e81025d,TONNEL Relayer #653,Bronze,Yes,5.0
654,EQAHKaKP4rX1cMzB4sVMzTL5JvnxguxOnokmbz1W9pMj7_kx,0:76e55076c5a6bb06b80a3aec6c9f02ab5a9e5f40e2811dc1847cb56434bd187e,TONNEL Relayer #654,Bronze,Yes,5.0
655,EQAn5rHWT7qWl9X3Dscn7SmDW1S-aahbowYH3epSJosmHd5B,0:76e55076c5a6bb06b80a3aec6c9f02ab5a9e5f40e2811dc1847cb56434bd187e,TONNEL Relayer #655,Bronze,Yes,5.0
656,EQAVXUJPGGByqse5QcXAfkl3Avxv39vlyJ0bsR7vYdglUkgV,0:89a3480667ce3a59f08d4b9b5d2e589bc7cade3759625e584b25634d534f4d93,TONNEL Relayer #656,Bronze,Yes,5.0
657,EQB4Lt-A4wMNNFVLdolieROaNS6PgFP-WQ1xVumm9LqrUdzY,0:57055c9ca79030c48973f17d370f2ce8625349bf50c595327333c14df12b5204,TONNEL Relayer #657,Bronze,Yes,5.0
658,EQCIbN6WFR7xhMi9jdzu31X0mbH8CUG1BKcs1ux4uPp335GT,0:d3cface75770c1cede3c5ed178a4e008ceaae545709d8e9dbf92a15f902b02e5,TONNEL Relayer #658,Bronze,Yes,5.0
659,EQAdwdbweS4iCLiQ92u9ONU9ZehkdXoBNqij0kuzZMe1s2R9,0:978955c8e92e49ff84fd4c4aa415db9d934cb4477e0bce934e4c2d38993ec7c7,TONNEL Relayer #659,Bronze,Yes,5.0
660,EQAjLdbtKh4udckrJ4U8PLoV--3dXN1LUl97zJD7EDGhjDe6,0:fb44f30a8140531b9732e2fdb510d46a12b7f9033425589e8fb8a01be430a02a,TONNEL Relayer #660,Bronze,No,5.0
661,EQB7NI-9Nzqy9gfBBD6sVcc3-JdYWnxbWx--da_s6y3yRBgf,0:108f9e9c9b254359bbaf6ca45f86880250052d017577482738617357686052ef,TONNEL Relayer #661,Bronze,Yes,148.33333333333334
662,EQBQwtbnmHuvskHh-IeYJpRmhlueqBSEc7o_pT29xr0d3bTP,0:44096e25b6db5d1293569c9540973c9d9e0701fcc11f99c6672aab5534eccd6b,TONNEL Relayer #662,Bronze,Yes,158.75
663,EQAxupFhQWTJaK6jMxQ-pTW0LCyqCAJlL_l-VomZm5TP97bJ,0:fe13abd76946aefb2590d4be1b3be929c655aa8280e6739052dd076e789a99b9,TONNEL Relayer #663,Bronze,Yes,5.0
664,EQB5rYsWDsNkJf3BH25m4-0KA2_hMRheJEU3npP66bZzB20E,0:33d5dc6bdb27676d25de9bfb54b485c06688ac55c8d92ca24a6ef3830d621a1d,TONNEL Relayer #664,Bronze,No,5.0
665,EQDlqcS1RJVPqy_nyw-iSjRC3cZOWdPKAYJl2X6FzwirXkbn,0:af55e8ef5254486f2db1e39423c5ed9ffe88538bb442bb48538e170070e626de,TONNEL Relayer #665,Bronze,Yes,28.757000000000005
